,Event.Id,Number.of.Engines,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Uninjured,Purpose.of.flight,Weather.Condition,Aircraft_Model
7251,20100730X21508,1.0,Non-Fatal,0,1,0.0,Aerial Application,VMC,AIR TRACTOR INC AT-502B
7252,20100810X22208,1.0,Fatal,1,0,0.0,Personal,VMC,AERO SP Z O O AT-4 LSA
7253,20100811X63924,2.0,,0,0,0.0,,,BOEING 777
7254,20100729X71844,1.0,Fatal,1,0,0.0,Personal,VMC,MARSHALL CH601 HDS
7255,20100730X82457,1.0,Fatal,1,0,0.0,Personal,VMC,AIR TRACTOR INC AT-602
7256,20100802X01740,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,CESSNA T188C
7257,20100802X61044,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,PIPER PA-36-285
7258,20100805X95630,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA T210M
7259,20100730X31536,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BELLANCA 8GCBC
7260,20100802X25131,1.0,Non-Fatal,0,0,1.0,Personal,IMC,MAULE MX-7-180A
7261,20100806X15526,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172N
7262,20100810X85131,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 152
7263,20100831X62338,4.0,,0,0,0.0,,,BOEING 747
7264,20100730X32315,1.0,Fatal,2,0,0.0,Instructional,VMC,AMERICAN CHAMPION AIRCRAFT COR 7GCBC
7265,20100731X30316,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 177
7266,20100802X32728,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PORTER JAMES GRANT SUPERIOR CUB
7267,20100802X61351,1.0,Non-Fatal,0,0,2.0,Personal,IMC,CESSNA 172N
7268,20100803X25950,1.0,Non-Fatal,0,0,2.0,Personal,VMC,BOEING PT-13B
7269,20100805X73225,2.0,Fatal,3,0,0.0,Executive/corporate,VMC,FAIRCHILD C-123K
7270,20100801X44230,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172P
7271,20100801X72656,1.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 177B
7272,20100801X85218,1.0,Fatal,1,5,0.0,Skydiving,VMC,CESSNA A185F
7273,20100801X90445,1.0,Fatal,1,0,1.0,Personal,VMC,CESSNA A185F
7274,20100802X31251,1.0,Non-Fatal,0,0,1.0,Positioning,VMC,PIPER PA-32R-301T
7275,20100803X64454,1.0,Non-Fatal,0,0,2.0,Personal,VMC,LUSCOMBE 8C
7276,20100825X34013,1.0,Non-Fatal,0,0,1.0,Personal,VMC,HOLMGREEN JOHN B RV8A
7277,20101014X55320,1.0,Non-Fatal,0,1,2.0,Personal,VMC,CESSNA 172M
7278,20100802X01751,1.0,Fatal,2,0,0.0,Personal,VMC,ADVERTISING MGMT & CONSULTING VELOCITY SUPER XLRG5
7279,20100802X12158,1.0,Non-Fatal,0,0,1.0,Ferry,VMC,PIPER PA-12
7280,20100802X52334,1.0,Fatal,1,0,0.0,Personal,VMC,TURCK G L/DUFLO J T SEA REY
7281,20100802X84006,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-12
7282,20100803X41255,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 177B
7283,20100803X63732,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 180B
7284,20100803X90315,1.0,Non-Fatal,0,0,3.0,Personal,VMC,MAULE M-7-260
7285,20100805X00148,1.0,Non-Fatal,0,0,1.0,Personal,VMC,WING KITFOX II
7286,20100803X34621,1.0,Non-Fatal,0,2,0.0,Personal,VMC,PIPER PA-28-161
7287,20100810X05844,1.0,Non-Fatal,0,0,4.0,Personal,VMC,PIPER J3C-85
7288,20100804X02630,1.0,Fatal,1,0,0.0,Personal,VMC,CIRRUS DESIGN CORP SR22
7289,20100804X30949,1.0,Fatal,3,0,0.0,Personal,VMC,BEECH C35
7290,20100806X53016,2.0,Non-Fatal,0,6,184.0,,VMC,BOEING 767-322
7291,20100806X84252,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,AYRES CORPORATION S2R-T34
7292,20100809X84516,2.0,Non-Fatal,0,0,5.0,Business,VMC,CESSNA 414
7293,20100812X54832,1.0,Non-Fatal,0,0,0.0,Personal,VMC,KIRKPATRICK BUZZARD
7294,20100805X53617,1.0,Non-Fatal,0,0,1.0,Personal,VMC,DAYTON JD-2
7295,20100806X95014,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER PA-24-260C
7296,20100811X93652,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18-150
7297,20100806X00925,1.0,Non-Fatal,0,1,0.0,Aerial Application,VMC,PZL MIELEC M18
7298,20100806X20456,1.0,Non-Fatal,0,2,1.0,Personal,VMC,CESSNA 172
7299,20100427X23139,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-28-140
7300,20100807X23643,2.0,Fatal,2,0,0.0,Instructional,VMC,BEECH 58
7301,20100807X85410,1.0,Non-Fatal,0,0,2.0,Personal,VMC,GLINES SPORTSMAN GS-2
7302,20100808X22231,1.0,Fatal,1,0,0.0,Personal,VMC,DIAMOND HK36
7303,20100808X42452,1.0,Non-Fatal,0,1,1.0,Personal,VMC,CESSNA 172
7304,20100808X54251,1.0,Fatal,1,0,0.0,Aerial Application,VMC,AIR TRACTOR AT-802A
7305,20100809X30243,1.0,Non-Fatal,0,0,2.0,Personal,VMC,QUEST KODIAK 100
7306,20100809X52829,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 152
7307,20100809X53539,1.0,Non-Fatal,0,1,2.0,Personal,VMC,STINSON 108-3
7308,20100809X53916,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172P
7309,20100817X62535,1.0,Non-Fatal,0,0,0.0,Personal,VMC,RAMMEL THOMAS W SEAREY
7310,20100824X32042,1.0,Non-Fatal,0,2,3.0,Personal,IMC,PIPER PA-32-260
7311,20100827X31549,1.0,Non-Fatal,0,0,1.0,Personal,VMC,HEMMER MINI-MAX 1600R
7312,20100901X85159,,Non-Fatal,0,0,1.0,,,PIPER PA-28
7313,20100809X75512,,Non-Fatal,0,0,73.0,,VMC,EMBRAER ERJ 170 100 SE
7314,20100810X00613,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA28
7315,20100810X10734,1.0,Non-Fatal,0,0,2.0,Personal,VMC,MOONEY M20M
7316,20100810X21239,1.0,Non-Fatal,0,1,1.0,Personal,VMC,CESSNA 170
7317,20100810X21826,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,EVEKTOR-AEROTECHNIK AS SPORTSTAR PLUS
7318,20100810X62027,1.0,Fatal,5,0,0.0,Other Work Use,VMC,DEHAVILLAND DHC-3
7319,20100824X34903,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER J5C
7320,20100810X20446,1.0,Non-Fatal,0,2,0.0,Personal,VMC,PIPER PA18A
7321,20100810X73301,1.0,Fatal,1,0,0.0,Positioning,VMC,PIPER PA-32R-301
7322,20100810X91502,2.0,Non-Fatal,0,3,0.0,Instructional,VMC,PIPER PA-44-180
7323,20100811X20501,2.0,Non-Fatal,0,0,50.0,,VMC,EMBRAER EMB-145XR
7324,20100811X22408,1.0,Non-Fatal,0,0,2.0,Unknown,,CIRRUS DESIGN CORP SR20
7325,20100816X80812,1.0,Non-Fatal,0,0,1.0,Personal,VMC,W.H. HUNNICUTT HOBO
7326,20100810X34440,1.0,Fatal,2,0,0.0,Personal,VMC,CESSNA 172
7327,20100811X32223,2.0,Fatal,2,0,0.0,Personal,VMC,AERO COMMANDER 500-B
7328,20100811X41759,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18
7329,20100811X74728,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GRUMMAN G164
7330,20100812X35943,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA A185F
7331,20100812X54955,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,AERONCA 11CC
7332,20100729X15222,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-28-161
7333,20100812X13022,1.0,Non-Fatal,0,0,1.0,Banner Tow,VMC,PIPER PA-25-260
7334,20100812X92229,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER PA-28-180
7335,20100813X33108,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182F
7336,20100816X34132,1.0,Fatal,2,0,0.0,Personal,IMC,PIPER PA-18-150
7337,20100813X83253,1.0,Fatal,2,0,0.0,Instructional,VMC,PIPER PA28R
7338,20100813X91120,1.0,Non-Fatal,0,1,1.0,Personal,VMC,BEECH C23
7339,20100814X24954,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 180D
7340,20100817X35403,1.0,Non-Fatal,0,1,3.0,Personal,VMC,CESSNA T210M
7341,20100814X13506,1.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 150A
7342,20100814X55122,1.0,Non-Fatal,0,0,2.0,Personal,VMC,AERONCA 7CCM
7343,20100814X62544,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH A23-19
7344,20100815X42216,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 182P
7345,20100815X43216,1.0,Non-Fatal,0,1,0.0,Personal,VMC,AIR CREATION CLIPPER 582S
7346,20100815X50741,1.0,Non-Fatal,0,1,1.0,Personal,VMC,CARR BRYAN VANS RV-6A
7347,20100815X75058,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 172R
7348,20100815X81520,1.0,Fatal,2,0,0.0,Personal,VMC,TAYLORCRAFT BC12-D
7349,20100816X22737,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA T182T
7350,20100819X52836,1.0,Non-Fatal,0,0,2.0,Personal,VMC,SHPAKOW THOMAS SA 750
7351,20100815X25816,1.0,Non-Fatal,0,0,0.0,Personal,VMC,BEECH C24R
7352,20100816X11015,1.0,Non-Fatal,0,1,0.0,Personal,VMC,OLIVER A BRUCE RV6-A
7353,20100816X94947,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 172N
7354,20100816X23350,1.0,Non-Fatal,0,0,0.0,Aerial Observation,VMC,BELLANCA 7GCBC
7355,20100816X54013,1.0,Fatal,1,0,0.0,Personal,VMC,CLARK RV-6A
7356,20100816X82039,2.0,Fatal,1,67,42.0,,,BOEING 737
7357,20100816X82251,1.0,Non-Fatal,0,0,3.0,Personal,VMC,RYAN NAVION B
7358,20100817X30617,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH V35B
7359,20100817X55115,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CIRRUS DESIGN CORP SR22
7360,20100901X01739,2.0,Non-Fatal,0,0,193.0,,VMC,BOEING 767
7361,20100930X50957,1.0,Fatal,1,0,0.0,Personal,,ZIVKO AERONAUTICS INC EDGE 540
7362,20100818X00639,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA TP206B
7363,20100818X15241,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GULFSTREAM-SCHWEIZER A/C CORP GULFSTREAM AM G-164B
7364,20100818X35504,1.0,Fatal,1,1,0.0,Personal,VMC,MAXAIR MU 582 DRIFTER
7365,20100818X61133,1.0,Non-Fatal,0,0,0.0,Personal,VMC,ERCOUPE 415
7366,20100819X14206,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 152
7367,20100819X44820,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CHAMPION 7EC
7368,20100825X95745,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 182T
7369,20100909X45640,2.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER AEROSTAR 601P
7370,20100818X92326,1.0,Non-Fatal,0,2,2.0,Personal,VMC,CESSNA 177A
7371,20100819X01006,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER PA-18
7372,20100819X71659,1.0,Non-Fatal,0,0,0.0,Aerial Application,VMC,GRUMMAN ACFT ENG COR-SCHWEIZER G-164B
7373,20100820X54455,1.0,Non-Fatal,0,0,1.0,Personal,VMC,MEYERS INDUSTRIES INC 200C
7374,20100823X93415,2.0,Non-Fatal,0,0,2.0,Personal,IMC,CESSNA 414
7375,20100824X24158,1.0,Non-Fatal,0,0,4.0,,VMC,CESSNA U206G
7376,20100824X50048,2.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 310F
7377,20100825X22300,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-28-181
7378,20100820X13247,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-46-310P
7379,20100820X42416,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 152
7380,20100820X51639,1.0,Non-Fatal,0,0,1.0,Personal,VMC,TUBBS S/PERFORMANCE AIR INC PA18-225
7381,20100824X24929,1.0,Non-Fatal,0,0,1.0,Personal,VMC,AMERICAN CHAMPION AIRCRAFT 8GCBC
7382,20100824X95829,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-22-150
7383,20100825X21731,1.0,Fatal,1,0,0.0,Personal,VMC,MILLER CHARLES W VANS RV-7A
7384,20100826X22427,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182P
7385,20100924X55851,2.0,Non-Fatal,0,0,6.0,,,BOEING 737
7386,20100822X05222,1.0,Non-Fatal,0,0,2.0,Personal,VMC,WILDE DANIEL L ZENITH 701
7387,20100822X10157,1.0,Non-Fatal,0,0,1.0,Personal,VMC,HUMMEL / FINBERG ULTRA CRUISER
7388,20100823X13641,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER J3C-65
7389,20100830X25515,1.0,Non-Fatal,0,0,1.0,Personal,VMC,ASHCRAFT DR107
7390,20100902X00429,1.0,Fatal,4,0,0.0,,VMC,DEHAVILLAND DHC-2
7391,20100822X41843,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 172E
7392,20100823X95536,1.0,Fatal,2,0,0.0,Personal,VMC,SCHNEIDER CHRISTEN EAGLE II
7393,20100824X11428,1.0,Non-Fatal,0,0,2.0,Personal,VMC,GRUMMAN AMERICAN AVN. CORP. AA-5A
7394,20100823X51544,1.0,Non-Fatal,0,0,1.0,Positioning,VMC,CESSNA U206
7395,20100823X85049,2.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER PA-30
7396,20100824X03440,2.0,Fatal,2,0,0.0,Instructional,VMC,CESSNA 310C
7397,20100824X53528,1.0,Non-Fatal,0,0,2.0,Personal,VMC,BEECH P35
7398,20100901X65026,2.0,Non-Fatal,0,0,0.0,,,BOEING 737
7399,20100830X52817,,Fatal,14,0,0.0,,,DORNIER 228
7400,20100824X04843,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 182
7401,20100824X83917,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,GROB-WERKE G 120A
7402,20100825X10814,,Fatal,42,47,0.0,,,EMBRAER ERJ190
7403,20100825X25643,1.0,Non-Fatal,0,1,2.0,Personal,VMC,PIPER PA-28-180
7404,20100825X63740,1.0,Non-Fatal,0,1,0.0,Personal,VMC,FREEMAN SUPER KOALA
7405,20100826X41828,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 150K
7406,20100826X61709,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CIRRUS DESIGN CORP SR20
7407,20100908X53605,1.0,Non-Fatal,0,0,1.0,Ferry,VMC,PIPER PA-46-350P
7408,20100825X14957,1.0,Fatal,2,0,0.0,Personal,VMC,PIPER PA-11
7409,20100825X64126,1.0,Fatal,1,0,0.0,Personal,VMC,STINSON 108
7410,20100826X14132,2.0,Non-Fatal,0,0,27.0,,VMC,EMBRAER EMB145 LU
7411,20100826X52309,1.0,Fatal,1,0,0.0,Personal,VMC,CESSNA 172
7412,20100830X81337,2.0,Fatal,6,0,0.0,Personal,VMC,PIPER PA34
7413,20100907X02135,1.0,,0,0,0.0,Unknown,VMC,CESSNA 172S
7414,20100826X75914,1.0,Non-Fatal,0,0,1.0,Personal,VMC,COLUMBIA AIRCRAFT MFG LC42-550FG
7415,20100827X12748,1.0,Fatal,2,0,0.0,Personal,VMC,FINNEY THORP T-18
7416,20100827X20401,2.0,Non-Fatal,0,7,84.0,,VMC,AIRBUS A320-232
7417,20100827X32350,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,AIR TRACTOR INC AT-401
7418,20100831X43523,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-14
7419,20100901X31728,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 177B
7420,20100923X91107,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,DIAMOND AIRCRAFT IND INC DA 20-C1
7421,20100830X71313,,Fatal,3,0,0.0,Unknown,VMC,PIPER PA32R
7422,20100827X15311,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18-150
7423,20100827X64057,1.0,Fatal,1,0,1.0,Instructional,VMC,PIPER PA-28-161
7424,20100827X75916,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA T206H
7425,20100827X80349,1.0,Non-Fatal,0,0,1.0,Other Work Use,VMC,CESSNA U206F
7426,20100827X90755,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 182E
7427,20100828X35121,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CHAMPION AERONCA 7HC
7428,20100831X13025,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GRUMMAN ACFT ENG COR-SCHWEIZER G-164B
7429,20100828X61958,1.0,Non-Fatal,0,0,1.0,Positioning,VMC,AIR TRACTOR AT402
7430,20100828X81852,1.0,Non-Fatal,0,1,2.0,Personal,VMC,STINSON JR. S
7431,20100829X10140,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER PA-15
7432,20100829X12356,1.0,Non-Fatal,0,0,3.0,Personal,VMC,GRUMMAN AMERICAN AVN. CORP. AA-5
7433,20100829X25946,1.0,Fatal,1,0,0.0,Instructional,VMC,REMOS AIRCRAFT GMBH REMOS G-3/600
7434,20100901X22656,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA TR182
7435,20100902X40131,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 172P
7436,20100921X72055,1.0,Non-Fatal,0,0,0.0,,VMC,CESSNA 182Q
7437,20100928X85616,1.0,Non-Fatal,0,0,1.0,Personal,VMC,AERONCA 11AC
7438,20100829X01735,1.0,Non-Fatal,0,0,1.0,Personal,VMC,KILISHEK GEORGE T RV-8
7439,20100829X13951,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 120
7440,20100830X00534,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA TU206F
7441,20100830X12502,1.0,Non-Fatal,0,0,1.0,Personal,VMC,HOLT HERBERT L LONG EZ
7442,20100830X13302,1.0,Non-Fatal,0,1,0.0,Personal,VMC,RAUCH RV-3
7443,20100830X41548,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CIRRUS DESIGN CORP SR22
7444,20100831X82057,1.0,Non-Fatal,0,0,4.0,Personal,VMC,STINSON 108-2
7445,20100830X30919,1.0,Fatal,1,0,0.0,Business,IMC,CESSNA 182C
7446,20100908X71541,,,0,0,0.0,,,BOEING 757
7447,20100831X14941,2.0,Non-Fatal,0,0,2.0,Personal,VMC,AERO COMMANDER 560E
7448,20100831X32952,1.0,Non-Fatal,0,0,0.0,Aerial Application,VMC,AYRES S2R-G10
7449,20100831X44954,1.0,Non-Fatal,0,0,1.0,Public Aircraft - Federal,VMC,AVIAT AIRCRAFT INC A-1B
7450,20100831X65105,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BIRD CK
7451,20100902X35148,1.0,Non-Fatal,0,1,1.0,Personal,VMC,CESSNA 210
7452,20100907X31921,1.0,Non-Fatal,0,0,3.0,Instructional,VMC,PIPER PA-28-140
7453,20100901X11325,2.0,Fatal,4,1,0.0,,VMC,CESSNA 550
7454,20100903X41225,1.0,Non-Fatal,0,1,0.0,Personal,VMC,BEECH D35
7455,20100907X92928,1.0,Non-Fatal,0,1,0.0,Personal,VMC,LUSCOMBE 8A
7456,20100902X03420,1.0,Non-Fatal,0,1,0.0,Personal,VMC,MOREHEAD KR-2
7457,20100902X30332,1.0,Non-Fatal,0,1,0.0,Aerial Application,VMC,SCHWEIZER AIRCRAFT CORP 164B
7458,20100902X42424,1.0,Fatal,1,0,0.0,Banner Tow,VMC,CESSNA 150L
7459,20100902X53306,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CHAMPION 7KCAB
7460,20100903X21857,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-20
7461,20100903X30510,1.0,Non-Fatal,0,1,0.0,Personal,VMC,QUICKSILVER MX-2
7462,20100903X85554,1.0,Non-Fatal,0,0,1.0,Personal,VMC,YEAGER INC. LANCAIR
7463,20100906X30626,2.0,Fatal,3,0,0.0,Personal,VMC,BEECH 65
7464,20100907X43340,4.0,,0,0,0.0,,,BOEING 747
7465,20100903X54913,4.0,Fatal,2,0,0.0,,,BOEING 747-44AF
7466,20100904X45341,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CHAMPION 7EC
7467,20100907X44212,1.0,Non-Fatal,0,0,0.0,Personal,VMC,KWECH GLASAIR RG SUPER 11S
7468,20100910X62618,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 150C
7469,20100927X55809,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,CESSNA T188C
7470,20100928X90559,1.0,Non-Fatal,0,0,2.0,Personal,VMC,NORTH AMERICAN AT-6
7471,20100904X54109,1.0,Fatal,2,0,0.0,Personal,VMC,CESSNA 150H
7472,20100906X40636,1.0,Non-Fatal,0,0,1.0,Personal,VMC,STEARMAN E75
7473,20100906X43338,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 182Q
7474,20100908X20427,2.0,Non-Fatal,0,0,133.0,,VMC,BOEING 737-7H4
7475,20100908X65810,1.0,Non-Fatal,0,2,0.0,,VMC,CESSNA 207A
7476,20100914X01342,1.0,Fatal,2,0,0.0,Unknown,,MOONEY M20J
7477,20100908X61604,1.0,Non-Fatal,0,2,0.0,Personal,VMC,WEBER ACRO SPORT II
7478,20100909X51045,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CULLIS ULTRACRUISER SPORT
7479,20100912X75605,1.0,Non-Fatal,0,7,0.0,,VMC,CESSNA 208
7480,20100916X80055,2.0,Non-Fatal,0,0,4.0,Personal,VMC,BEECH E-90
7481,20100824X65053,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CHRIS W KLEEN RV-6
7482,20100906X32724,1.0,Fatal,2,0,0.0,Personal,VMC,PIPER PA-32RT-300
7483,20100907X44720,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 140
7484,20100907X80140,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA P210N
7485,20100907X90024,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-28R-200
7486,20100913X45606,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA A188B
7487,20100913X70053,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18-160
7488,20101001X40122,1.0,Non-Fatal,0,0,4.0,Personal,VMC,CESSNA A185
7489,20100907X72216,1.0,Fatal,2,0,0.0,Personal,IMC,CESSNA T210
7490,20100908X65049,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-28-235
7491,20100908X05150,1.0,Fatal,1,0,0.0,Business,IMC,CESSNA 182T
7492,20100908X13950,1.0,Fatal,1,0,0.0,Flight Test,VMC,THOMPSON KOLB TWINSTAR MARK
7493,20100909X65425,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-28-161
7494,20100909X75726,1.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 180
7495,20100910X10535,1.0,Non-Fatal,0,0,3.0,Personal,VMC,PIPER PA-28-181
7496,20100910X52812,1.0,Non-Fatal,0,1,0.0,Personal,VMC,ROBERTSON VELOCITY
7497,20100922X21812,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-18-150
7498,20100910X70057,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,AYRES S2R-G10
7499,20100912X42115,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 150
7500,20100912X91459,2.0,Non-Fatal,0,0,2.0,Personal,VMC,EMBRAER 500
7501,20100913X61412,1.0,Non-Fatal,0,0,2.0,Personal,VMC,MYERS THORP-18
7502,20100913X14749,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-20
7503,20100913X20146,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-22-150
7504,20100913X24858,1.0,Non-Fatal,0,0,1.0,Personal,VMC,EXTRA FLUGZEUGBAU GMBH EA-300
7505,20100913X43446,1.0,Non-Fatal,0,0,2.0,Personal,VMC,MAULE MX7
7506,20100913X44227,1.0,Non-Fatal,0,0,1.0,Personal,VMC,ROBERTS ALAN W KITFOX II
7507,20100916X32205,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER J5A
7508,20100917X83854,1.0,Non-Fatal,0,0,3.0,Personal,VMC,PIPER PA22
7509,20100912X64456,1.0,Non-Fatal,0,0,1.0,Business,VMC,PIPER PA46-310P
7510,20100913X44246,1.0,Non-Fatal,0,0,0.0,Personal,VMC,SAVAGE SAVAGE-COZY
7511,20100913X45529,1.0,Non-Fatal,0,3,0.0,Personal,VMC,CESSNA 185A
7512,20100914X51417,2.0,Non-Fatal,0,0,2.0,Flight Test,VMC,PIAGGIO P-180
7513,20100914X82609,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 150L
7514,20100914X91030,1.0,Non-Fatal,0,0,1.0,Personal,VMC,GOODMAN ROBERT BRUCE RV-4
7515,20100915X61435,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA A185F
7516,20100930X30111,2.0,,0,0,0.0,,,ATR ATR42
7517,20101018X25006,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-12
7518,20100914X32027,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 150M
7519,20100914X53827,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182S
7520,20100919X42634,1.0,Fatal,1,0,0.0,Aerial Application,,CESSNA 188
7521,20100916X55111,2.0,Non-Fatal,0,0,2.0,Public Aircraft - Local,VMC,PIPER PA-34-200T
7522,20100916X63553,2.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA T310R
7523,20100921X33539,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 172P
7524,20100921X54226,1.0,Non-Fatal,0,0,1.0,Business,VMC,MOONEY M20J
7525,20100916X50512,2.0,Non-Fatal,0,0,190.0,,IMC,AIRBUS INDUSTRIE A320-214
7526,20100916X72850,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER PA-18
7527,20100917X34608,1.0,Fatal,2,0,0.0,Personal,VMC,CESSNA T210N
7528,20100920X01223,1.0,Non-Fatal,0,2,0.0,Personal,VMC,PIPER PA-18-150
7529,20100928X22709,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CA TECNAM SRL P2004 BRAVO
7530,20101004X61158,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,AIR TRACTOR INC AT-301
7531,20100918X12115,2.0,Non-Fatal,0,5,0.0,,VMC,BEECH 58
7532,20100918X41927,1.0,Non-Fatal,0,1,0.0,Personal,VMC,GLOBE GC-1B
