,Event.Id,Number.of.Engines,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Uninjured,Purpose.of.flight,Weather.Condition,Aircraft_Model
296,20020917X01669,1.0,Non-Fatal,0,0,0.0,Personal,VMC,BELLANCA 8GCBC
297,20020917X01800,2.0,Non-Fatal,0,0,2.0,Unknown,VMC,PIPER PA-31-310
298,20020917X02346,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172
299,20020917X01727,2.0,Fatal(8),8,0,0.0,Business,IMC,PIPER PA-31T2
300,20020917X01807,2.0,Non-Fatal,0,0,4.0,Personal,IMC,BEECH 90
301,20020917X01911,2.0,Non-Fatal,0,0,36.0,Unknown,VMC,NIHON YS-11A
302,20020917X02360,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
303,20020917X02176,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172M
304,20020917X02125,1.0,Non-Fatal,0,1,0.0,Business,IMC,PIPER PA-28RT-201T
305,20020917X02013,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BELLANCA 7ECA
306,20020917X01928,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 177RG
307,20020917X01927,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 210
308,20020917X01926,1.0,Non-Fatal,0,0,0.0,Business,IMC,CESSNA 210
309,20020917X01968,2.0,Non-Fatal,0,0,6.0,Unknown,IMC,PIPER PA-23
310,20020917X02630,2.0,Incident,0,0,16.0,Unknown,VMC,EMBRAER EMB-11OP1
311,20020917X01987,1.0,Fatal(1),1,0,0.0,Personal,VMC,BEECH A36
312,20020917X01728,1.0,Fatal(1),1,0,0.0,Personal,IMC,PIPER PA-28-140
313,20020917X02498,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA T210N
314,20020917X02349,1.0,Non-Fatal,0,0,1.0,Personal,VMC,GREAT LAKES 2T1A-2
315,20020917X02500,2.0,Non-Fatal,0,0,3.0,Personal,IMC,PIPER PA-44-180T
316,20020917X02286,1.0,Non-Fatal,0,0,1.0,Personal,VMC,
317,20020917X02014,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172H
318,20020917X01818,1.0,Non-Fatal,0,0,1.0,Ferry,VMC,CESSNA 180
319,20020917X01809,1.0,Non-Fatal,0,0,2.0,Personal,UNK,CESSNA 172A
320,20020917X01808,2.0,Non-Fatal,0,0,1.0,Personal,IMC,BEECH 58
321,20020917X02351,1.0,Non-Fatal,0,0,1.0,Unknown,UNK,CESSNA P206B
322,20020917X01885,2.0,Non-Fatal,0,0,7.0,Unknown,IMC,CESSNA 404
323,20020917X02326,1.0,Non-Fatal,0,0,0.0,Personal,VMC,PITTS 51
324,20020917X02178,1.0,Fatal(1),1,1,0.0,Personal,VMC,CESSNA 172L
325,20020917X02126,1.0,Fatal(2),2,0,0.0,Personal,VMC,CESSNA 182Q
326,20020917X02114,1.0,Fatal(1),1,0,0.0,Personal,VMC,PIPER PA-36-375
327,20020917X02444,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,PIPER PA-28-161
328,20020917X02350,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
329,20020917X02177,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 172N
330,20020917X02017,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 150M
331,20020917X02015,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 140
332,20020917X01811,2.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH 56TC
333,20020917X01810,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 150
334,20020917X01629,2.0,Non-Fatal,0,0,2.0,Personal,VMC,GRUMMAN G-21A
335,20020917X02466,1.0,Non-Fatal,0,2,0.0,Personal,VMC,PIPER PA-22-150
336,20020917X02285,1.0,Non-Fatal,0,4,0.0,Personal,VMC,PIPER PA-28-181
337,20020917X02271,1.0,Fatal(1),1,0,0.0,Personal,UNK,PIPER PA-28-180
338,20020917X01912,2.0,Fatal(1),1,10,0.0,Unknown,VMC,DE HAVILLAND DHC-6
339,20020917X02443,1.0,Non-Fatal,0,0,4.0,Personal,VMC,GRUMMAN AA-5A
340,20020917X02441,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-32R-301T
341,20020917X02440,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
342,20020917X02270,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 172N
343,20020917X02179,1.0,Non-Fatal,0,0,1.0,Personal,IMC,MOONEY M-20C
344,20020917X02149,1.0,Fatal(2),2,0,0.0,Personal,VMC,BELLANCA 7GCBC
345,20020917X01816,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-28-140
346,20020917X01815,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
347,20020917X01813,2.0,Non-Fatal,0,0,4.0,Ferry,VMC,FAIRCHILD HILLER 227C
348,20020917X01812,1.0,Non-Fatal,0,1,0.0,Personal,VMC,BELLANCA 8KCAB
349,20020917X01975,1.0,Fatal(2),2,0,0.0,Personal,IMC,BELLANCA 14-19-3A
350,20020917X02509,2.0,Non-Fatal,0,0,6.0,Personal,VMC,CESSNA 421C
351,20020917X02019,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GRUMMAN G-164A
352,20020917X02018,1.0,Non-Fatal,0,0,2.0,Business,VMC,CESSNA A185F
353,20020917X02016,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 180
354,20020917X01814,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-38-112
355,20020917X02352,1.0,Non-Fatal,0,0,1.0,Unknown,UNK,CESSNA 210A
356,20020917X01817,2.0,Non-Fatal,0,0,1.0,Unknown,VMC,PIPER PA-60
357,20020917X02245,1.0,Non-Fatal,0,1,0.0,Aerial Application,VMC,CESSNA A188B
358,20020917X02446,2.0,Non-Fatal,0,0,3.0,Business,IMC,PIPER PA-60/601P
359,20020917X02020,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 172
360,20020917X01819,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 152II
361,20020917X02367,1.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 210
362,20020917X02300,1.0,Non-Fatal,0,2,0.0,Ferry,VMC,ROCKWELL COMMANDER 114
363,20020917X02272,2.0,Fatal(1),1,0,0.0,Business,VMC,BEECH BE-95-C55
364,20020917X02097,1.0,Non-Fatal,0,0,2.0,Instructional,IMC,CESSNA 150
365,20020917X02021,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 172
366,20020917X01898,2.0,Incident,0,0,12.0,Unknown,VMC,SWEARINGEN SA-227
367,20020917X02626,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,WEATHERLY 201C
368,20020917X02501,2.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 310Q
369,20020917X01820,2.0,Non-Fatal,0,0,1.0,Ferry,VMC,CESSNA 414
370,20020917X01671,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,EAGLE DW-1
371,20020917X01729,1.0,Fatal(4),4,0,0.0,Unknown,VMC,CESSNA 210L
372,20020917X02586,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-28-181
373,20020917X02030,2.0,Non-Fatal,0,0,3.0,Executive/corporate,VMC,CESSNA 421B
374,20020917X01823,1.0,Non-Fatal,0,0,2.0,Personal,VMC,BEECH 23
375,20020917X02145,2.0,Non-Fatal,0,0,5.0,Unknown,VMC,PIPER PA-23
376,20020917X02112,2.0,Non-Fatal,0,0,1.0,Unknown,IMC,BEECH D18S
377,20020917X01770,2.0,Incident,0,0,3.0,Unknown,IMC,BEECH B90
378,20020917X02445,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
379,20020917X01821,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 150
380,20020917X01630,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-20
381,20020917X02299,1.0,Non-Fatal,0,0,0.0,Unknown,VMC,CESSNA 182C
382,20020917X02354,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 152
383,20020917X02337,1.0,Incident,0,0,0.0,Personal,VMC,AERONCA 11AC
384,20020917X02314,1.0,Fatal(1),1,0,0.0,Personal,VMC,BEECH T-34B
385,20020917X02540,1.0,Non-Fatal,0,1,0.0,Instructional,VMC,CESSNA 150G
386,20020917X02492,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-38-112
387,20020917X02356,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 170
388,20020917X02323,2.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 320C
389,20020917X02022,1.0,Non-Fatal,0,0,2.0,Business,VMC,CESSNA T210M
390,20020917X01822,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 152
391,20020917X02273,1.0,Fatal(6),6,0,0.0,Personal,VMC,CESSNA T21OL
392,20020917X01731,1.0,Fatal(4),4,0,0.0,Personal,VMC,PIPER PA-32-260
393,20020917X02587,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 172N
394,20020917X02357,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172L
395,20020917X02180,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER J3-F65
396,20020917X02094,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 140A
397,20020917X02032,1.0,Non-Fatal,0,0,1.0,Personal,VMC,
398,20020917X02027,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 152
399,20020917X01672,1.0,Non-Fatal,0,0,0.0,Personal,VMC,HOMEBUILT PDQ-2
400,20020917X02199,1.0,Non-Fatal,0,0,2.0,Business,VMC,PIPER PA-28-161
401,20020917X02058,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-25-235C
402,20020917X02028,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BELLANCA 8GCBC
403,20020917X02024,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-38-112
404,20020917X02029,1.0,Non-Fatal,0,0,2.0,Unknown,VMC,CESSNA U206
405,20020917X02550,1.0,Fatal(2),2,0,0.0,Personal,VMC,CESSNA A152
406,20020917X02474,1.0,Fatal(1),1,0,0.0,Personal,VMC,ERCOUPE 415-C
407,20020917X02504,1.0,Non-Fatal,0,0,4.0,Personal,VMC,CESSNA 182RG
408,20020917X02287,1.0,Non-Fatal,0,0,3.0,Personal,VMC,BEECH 35-B33
409,20020917X02184,1.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER J3F-65
410,20020917X01675,1.0,Non-Fatal,0,0,1.0,Personal,VMC,MOONEY M20F
411,20020917X01674,1.0,Non-Fatal,0,0,0.0,Personal,VMC,
412,20020917X01632,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-18
413,20020917X02358,1.0,Fatal(1),1,0,0.0,Personal,VMC,CESSNA 150
414,20020917X02502,1.0,Non-Fatal,0,0,2.0,Business,VMC,CESSNA 172RG
415,20020917X02031,1.0,Non-Fatal,0,0,0.0,Business,VMC,CESSNA P210N
416,20020917X01631,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 170
417,20020917X02037,1.0,Non-Fatal,0,0,3.0,Unknown,VMC,PIPER PA-32-300
418,20020917X02183,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH B35
419,20020917X02132,1.0,Fatal(1),1,0,0.0,Aerial Application,VMC,PIPER PA-36
420,20020917X01969,1.0,Fatal(3),3,0,0.0,Personal,IMC,CESSNA 172
421,20020917X02369,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 152
422,20020917X02359,2.0,Non-Fatal,0,0,1.0,Business,VMC,CESSNA 310K
423,20020917X01970,1.0,Fatal(1),1,0,0.0,Personal,VMC,MOONEY M20E
424,20020917X01826,2.0,Non-Fatal,0,0,2.0,Business,VMC,PIPER PA-30
425,20020917X01825,2.0,Non-Fatal,0,0,1.0,Unknown,VMC,SMITH AEROSTAR 600
426,20020917X02150,1.0,Non-Fatal,0,2,0.0,Business,VMC,CESSNA 182L
427,20020917X02503,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH C-24R
428,20020917X02185,2.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA P337H
429,20020917X02033,2.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH B58
430,20020917X01830,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
431,20020917X01633,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,PIPER PA-38-112
432,20020917X02405,2.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-23
433,20020917X01983,1.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 172
434,20020917X02590,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182P
435,20020917X02505,1.0,Non-Fatal,0,0,2.0,Personal,VMC,MOONEY M20K
436,20020917X02189,1.0,Non-Fatal,0,0,3.0,Personal,VMC,TAYLORCRAFT BC12-D
437,20020917X02189,1.0,Non-Fatal,0,0,3.0,Instructional,VMC,CESSNA 150
438,20020917X02187,1.0,Non-Fatal,0,0,1.0,Instructional,UNK,CESSNA 172N
439,20020917X01836,2.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 310
440,20020917X01730,1.0,Fatal(1),1,2,0.0,Personal,VMC,PIPER PA-28-180
441,20020917X02191,1.0,Non-Fatal,0,0,1.0,Unknown,VMC,CESSNA 182
442,20020917X02589,1.0,Non-Fatal,0,0,2.0,Personal,VMC,ROCKWELL INTL 114
443,20020917X02035,1.0,Non-Fatal,0,0,3.0,Instructional,VMC,CESSNA 172M
444,20020917X01827,1.0,Non-Fatal,0,1,1.0,Personal,VMC,MOONEY M20J
445,20020917X02588,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 172RG
446,20020917X02188,1.0,Non-Fatal,0,0,4.0,Personal,VMC,HOWARD AIRCRAFT CORP. DGA-15P
447,20020917X02045,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 172M
448,20020917X01755,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 177RG
449,20020917X02506,1.0,Non-Fatal,0,0,1.0,Ferry,VMC,CESSNA T188C
450,20020917X02477,4.0,Incident,1,0,0.0,Unknown,VMC,BOEING 707-131B
451,20020917X02419,1.0,Incident,0,0,1.0,Instructional,VMC,PIPER PA-28-140
452,20020917X02308,1.0,Non-Fatal,0,1,0.0,Unknown,VMC,PIPER PA-28R-180
453,20020917X01986,1.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA TR182
454,20020917X01828,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 150
455,20020917X01677,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-28-181
456,20020917X02144,2.0,Non-Fatal,0,0,0.0,Unknown,UNK,BEECH E18S
457,20020917X01829,2.0,Non-Fatal,0,0,3.0,Unknown,VMC,PIPER PA-23 250
458,20020917X01899,2.0,Incident,0,0,9.0,Unknown,UNK,SWEARINGEN SA-266TC
459,20020917X02507,1.0,Non-Fatal,0,0,2.0,Business,IMC,PIPER PA-28-181
460,20020917X02194,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172
461,20020917X02193,1.0,Non-Fatal,0,0,1.0,Business,VMC,BEECH V35B
462,20020917X02038,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,ROCKWELL S-2R
463,20020917X01745,1.0,Fatal(1),1,1,0.0,Business,VMC,CESSNA 210D
464,20020917X02338,2.0,Incident,0,0,68.0,Unknown,VMC,DOUGLAS DC-9-82
465,20020917X02124,1.0,Fatal(2),2,0,0.0,Personal,UNK,CESSNA 172
466,20020917X02039,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,ROCKWELL S-2R
467,20020917X02564,1.0,Non-Fatal,0,0,0.0,Business,VMC,VARGA 2150A
468,20020917X02508,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,PIPER PA-28-151
469,20020917X02447,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 150M
470,20020917X02302,1.0,Non-Fatal,0,0,1.0,Personal,VMC,HATZ CB-1
471,20020917X02034,1.0,Non-Fatal,0,0,3.0,Business,VMC,CESSNA U-206
472,20020917X01634,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 180
473,20020917X01932,1.0,Non-Fatal,0,0,1.0,Unknown,VMC,BELLANCA 7GCBC
474,20020917X02572,2.0,Incident,0,0,30.0,Unknown,IMC,NORD AVIATION 262A-12
475,20020917X02541,2.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA T337C
476,20020917X02099,1.0,Non-Fatal,0,1,1.0,Instructional,VMC,CESSNA 150J
477,20020917X01716,2.0,Non-Fatal,0,0,2.0,Unknown,IMC,BEECH 95-55
478,20020917X02361,2.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH 95-B55
479,20020917X02195,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CESSNA 172
480,20020917X01842,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172G
481,20020917X01716,2.0,Non-Fatal,0,0,2.0,Unknown,IMC,CESSNA 310
482,20020917X02510,2.0,Non-Fatal,0,0,1.0,Instructional,VMC,PIPER PA-38-112
483,20020917X02616,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-28-181
484,20020917X02512,2.0,Non-Fatal,0,0,3.0,Business,IMC,PIPER PA-34-200
485,20020917X02364,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH F33A
486,20020917X02362,2.0,Non-Fatal,0,0,4.0,Personal,VMC,PIPER PA-30
487,20020917X02290,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 182
488,20020917X02196,2.0,Non-Fatal,0,0,2.0,Business,VMC,CESSNA 501
489,20020917X02067,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BELLANCA 7ECA
490,20020917X02040,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 182J
491,20020917X01934,1.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 172
492,20020917X01933,1.0,Non-Fatal,0,0,2.0,Business,VMC,BEECH A36TC
493,20020917X02548,1.0,Non-Fatal,0,0,0.0,Unknown,IMC,PIPER PA-32
494,20020917X02417,1.0,Non-Fatal,0,1,0.0,Personal,VMC,CROOK M-1
495,20020917X02309,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172
496,20020917X02291,1.0,Fatal(2),2,0,0.0,Personal,UNK,CESSNA 210G
497,20020917X02197,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 120
498,20020917X02154,1.0,Fatal(6),6,0,0.0,Personal,UNK,AMERICAN YANKEE AA-1
499,20020917X02154,4.0,Fatal(6),6,0,0.0,Unknown,UNK,BOEING KC-135A
500,20020917X01832,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-22-150
501,20020917X02591,1.0,Non-Fatal,0,0,6.0,Personal,VMC,PIPER PA-32-301T
502,20020917X02499,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182B
503,20020917X02448,1.0,Non-Fatal,0,0,4.0,Personal,VMC,HELIO H-295
504,20020917X02363,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182H
505,20020917X02316,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
506,20020917X02041,1.0,Non-Fatal,0,0,1.0,Personal,VMC,COLONIAL C-1
507,20020917X01835,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 182
508,20020917X01834,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 182
509,20020917X01833,2.0,Non-Fatal,0,0,4.0,Executive/corporate,VMC,BEECH 200
510,20020917X01831,2.0,Non-Fatal,0,1,1.0,Personal,VMC,PIPER PA-28
511,20020917X01678,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172N
512,20020917X01635,1.0,Non-Fatal,0,0,1.0,Personal,VMC,TAYLORCRAFT BC12-D
513,20020917X02331,1.0,Fatal(2),2,0,0.0,Personal,IMC,CESSNA 182
514,20020917X02330,1.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER PA-28R-201
515,20020917X02042,2.0,Fatal(1),1,0,0.0,Unknown,VMC,BEECH C-45H
516,20020917X01752,1.0,Fatal(1),1,0,0.0,Aerial Application,UNK,CESSNA T188C
517,20020917X02592,1.0,Non-Fatal,0,0,1.0,Personal,VMC,PIPER PA-18-135
518,20020917X02567,1.0,Non-Fatal,0,1,2.0,Personal,VMC,CESSNA 210
519,20020917X01979,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 210M
520,20020917X01681,1.0,Non-Fatal,0,0,1.0,Personal,VMC,BEECH B24R
521,20020917X01680,1.0,Non-Fatal,0,0,0.0,Instructional,VMC,CESSNA 152
522,20020917X01679,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 182P
523,20020917X01943,1.0,Non-Fatal,0,0,2.0,Unknown,VMC,CESSNA T210G
524,20020917X02511,1.0,Non-Fatal,0,0,4.0,Personal,VMC,CESSNA 172
525,20020917X02043,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,GULFSTREAM AMERICAN G-164B
526,20020917X01935,2.0,Non-Fatal,0,0,4.0,Personal,VMC,PIPER PA-31P
527,20020917X01837,1.0,Non-Fatal,0,0,1.0,Business,IMC,CESSNA 182
528,20020917X01647,1.0,Non-Fatal,0,0,3.0,Unknown,VMC,CESSNA 185
529,20020917X02301,2.0,Fatal(1),1,0,0.0,Business,VMC,BEECH 58
530,20020917X02274,2.0,Fatal(3),3,0,0.0,Personal,IMC,CESSNA 340A
531,20020917X02152,2.0,Incident,0,0,3.0,Instructional,VMC,CESSNA 402C
532,20020917X02593,2.0,Non-Fatal,0,0,1.0,Personal,IMC,CESSNA 340
533,20020917X02365,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA T210M
534,20020917X02449,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172N
535,20020917X02275,1.0,Fatal(1),1,0,0.0,Personal,IMC,MOONEY M20K
536,20020917X02133,1.0,Fatal(1),1,0,0.0,Personal,VMC,PIPER PA-18-150
537,20020917X01732,1.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA 150
538,20020917X02514,1.0,Non-Fatal,0,0,2.0,Business,VMC,PIPER PA-28RT-201
539,20020917X02366,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
540,20020917X02044,1.0,Non-Fatal,0,0,0.0,Business,VMC,PIPER PA-38-112
541,20020917X01684,1.0,Non-Fatal,0,0,1.0,Unknown,VMC,CESSNA 182
542,20020917X02573,1.0,Incident,0,0,1.0,Personal,VMC,PIPER J3C-65
543,20020917X02276,2.0,Fatal(5),5,2,0.0,Unknown,IMC,CESSNA 401
544,20020917X02146,1.0,Fatal(2),2,0,0.0,Personal,IMC,PIPER PA-24-260
545,20020917X01886,2.0,Fatal(1),1,2,0.0,Business,IMC,CESSNA 421
546,20020917X01761,1.0,Fatal(2),2,0,0.0,Personal,VMC,BEDE AIRCRAFT BD-4
547,20020917X02594,1.0,Non-Fatal,0,0,1.0,Business,VMC,MOONEY M20F
548,20020917X02375,1.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER PA-28-161
549,20020917X01936,1.0,Non-Fatal,0,0,0.0,Executive/corporate,VMC,CESSNA 180J
550,20020917X01839,1.0,Non-Fatal,0,0,0.0,Personal,VMC,PIPER PA-24-250
551,20020917X01683,1.0,Non-Fatal,0,0,1.0,Aerial Application,VMC,CESSNA A188B
552,20020917X02406,1.0,Fatal(3),3,0,0.0,Personal,VMC,BEECH F35
553,20020917X02322,1.0,Non-Fatal,0,3,0.0,Personal,VMC,CESSNA 182
554,20020917X02046,2.0,Non-Fatal,0,0,1.0,Executive/corporate,VMC,CESSNA 421C
555,20020917X02277,1.0,Non-Fatal,0,2,0.0,Personal,VMC,CESSNA 177
556,20020917X02249,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-38
557,20020917X02153,2.0,Incident,0,0,2.0,Executive/corporate,IMC,ROCKWELL NA-265-80
558,20020917X01771,1.0,Incident,0,0,2.0,Personal,VMC,CESSNA 172F
559,20020917X01763,1.0,Fatal(1),1,0,0.0,Personal,VMC,CESSNA 172N
560,20020917X01733,1.0,Fatal(1),1,0,0.0,Personal,IMC,CESSNA 172N
561,20020917X02595,1.0,Non-Fatal,0,0,1.0,Personal,VMC,LUSCOMBE 8E
562,20020917X02520,1.0,Non-Fatal,0,0,3.0,Personal,VMC,BEECH A23-24
563,20020917X02515,1.0,Non-Fatal,0,0,1.0,Personal,VMC,LUSCOMBE 8E
564,20020917X02451,1.0,Non-Fatal,0,0,1.0,Ferry,VMC,CESSNA 150
565,20020917X02376,1.0,Non-Fatal,0,0,1.0,Personal,VMC,MCKINLEY EAA P-2 BIPLANE
566,20020917X01840,1.0,Non-Fatal,0,0,1.0,Business,IMC,CESSNA 210
567,20020917X01686,1.0,Non-Fatal,0,0,0.0,Personal,VMC,MOONEY M20E
568,20020917X01685,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 152
569,20020917X02544,1.0,Fatal(2),2,2,0.0,Personal,IMC,CESSNA U206G
570,20020917X02543,1.0,Fatal(5),5,0,0.0,Personal,IMC,CESSNA T210M
571,20020917X02250,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-32R
572,20020917X02200,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 150
573,20020917X02596,1.0,Non-Fatal,0,0,4.0,Personal,VMC,GRUMMAN AA-5B
574,20020917X02489,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 172M
575,20020917X01841,1.0,Non-Fatal,0,0,2.0,Personal,VMC,CESSNA 172
576,20020917X02310,1.0,Fatal(1),1,0,0.0,Instructional,VMC,CESSNA 150M
577,20020917X02452,1.0,Non-Fatal,0,0,1.0,Business,VMC,CESSNA 172
578,20020917X02202,1.0,Non-Fatal,0,0,2.0,Personal,VMC,HOWARD AIRCRAFT CORP. DGA-15P
579,20020917X02201,1.0,Non-Fatal,0,0,1.0,Personal,VMC,CESSNA 152
580,20020917X02048,2.0,Non-Fatal,0,0,2.0,Instructional,VMC,CESSNA 310B
581,20020917X01689,1.0,Non-Fatal,0,0,0.0,Personal,VMC,CESSNA 177
582,20020917X02049,1.0,Non-Fatal,0,0,1.0,Unknown,VMC,SNOW AT-301
583,20020917X01887,2.0,Non-Fatal,0,2,0.0,Unknown,VMC,CESSNA 414
584,20020917X01844,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,PIPER PA-38
585,20020917X01756,1.0,Non-Fatal,0,1,0.0,Personal,VMC,PIPER PA-28-140
586,20020917X01734,1.0,Non-Fatal,0,2,0.0,Instructional,VMC,BELLANCA 8KCAB
587,20020917X02368,1.0,Non-Fatal,0,0,2.0,Personal,VMC,PIPER PA-38-112
588,20020917X02203,1.0,Non-Fatal,0,0,3.0,Personal,VMC,CESSNA 172
589,20020917X02057,2.0,Non-Fatal,0,0,3.0,Business,IMC,ROCKWELL 690A
590,20020917X01938,1.0,Non-Fatal,0,0,2.0,Personal,VMC,TAYLORCRAFT BC-12D
591,20020917X01888,2.0,Non-Fatal,0,0,2.0,Executive/corporate,VMC,BEECH 65-A90
592,20020917X01843,1.0,Non-Fatal,0,0,1.0,Instructional,VMC,CESSNA 150
